text,summary
"The petitioner, who was detained under sub section (2) of section 3 of the Gujarat Prevention of Anti Social Activities Act, 1985, by an order dated 11th june, 1987 filed a writ petition in this Court, alleging that both the detaining authority as also the State Government had not considered the representation, dated 15th july, 1987 made by him, with utmost promptitude and that, in fact, there was no disposal of the said representation by these authorities.","In the counter affidavit filed by the detaining authority, it was averred that the representation, received by it on 21st July 1987 was duly considered and rejected the same day."
The appellant Co operative Housing Society Ltd. made some unauthorised constructions in a 36 storeyed building.,The Bombay Municipal Corporation issued a show cause notice calling upon the society to show cause as to why the upper eight floors of the building should not be demolished so as to limit the development to the permissible Floor Space Index (F.S.I.) since the additional Floor Space Index to the extent of 2773 sq.
In 1949 the Government took possession of certain land belonging to the appellant under an arrangement whereby the Government was to give to the appellant in exchange other suitable lands of equal value.,"After the Government had constructed some buildings on the land, it decided to acquire the land compulsorily."
These appeals arise out of the decision of the government to promote the high speed rail link from London to the north known as HS2.,"The decision was announced in a command paper, High Speed Rail: Investing in Britain's Future Decisions and Next Steps (Cm 8247, 10 January 2012). (It has been referred to in the proceedings as the DNS.) The main issues, in summary, are, first, whether it should have been preceded by strategic environmental assessment, under the relevant European Directive, and, secondly, whether the hybrid bill procedure, as currently proposed, will comply with the procedural requirements of European law."
"During the search of the premises of the appellant No. 1 a complete working still was found which was being worked by the appellant No. 1 and his servant, appellant No. 2.",The presidency Magistrate was satisfied that a working still and 516 illicit liquor were found.
"The Respondent, Mrs Cox, worked as the catering manager at HM Prison Swansea.","She was in charge of all aspects of the catering, including the operation of the kitchen producing meals for prisoners."
"This petition for special leave to appeal was filed against the judgment and order of the High Court, whereby the High Court had held that the petitioner was not a sub tenant and as such he was bound by the decree passed against the tenant for eviction.",The petitioner challenged before this Court the finding of the High Court and contended that he was a sub tenant with the knowledge and consent of the landlord and as such the decree of eviction passed against the tenant did not bind him because in the suit he had not been a party.
ivil Appeal No. 3948 of 1987.,From the Judgment and Order dated 30.9.1987 of the Karnataka Administrative Tribunal in Application No. 1716 of 1987.
"A single Judge of the Calcutta High Court, on an oral application made in his chamber on behalf of a person professing to be respondent No. 1, and on giving an oral undertaking to make a written application within 4 days, issued an interim order directing maintenance of status quo in regard to an auction of a liquor shop held in favour of the appellant.","The said order did not make any attempt to indicate even briefly the facts, the question of law, if any, raised before the Judge and the reasons which prompted him to make such an interim order."
No. 110 of 1964.,Petition under article 32 of the Constitution of India for the enforcement of fundamental rights.
"The 2nd respondent purchased on 24th December 1956, at a public auction sale held by the Divisional Forest Officer, the cut timber of a coupe and paid the first installment of the purchase price immediately.",The appellant stood surety for the payment of the remaining three instalments.
Appeal No. 501 of 1964.,"Appeal by special leave from the judgment and order dated February 27, 1961 of the Andhra Pradesh High Court in section p. A. No. 137 of 1959."
The age of superannuation of the clerical staff employed under the Respondent No. 1 is 60 years while in the case of the management staff the terminal point is 58 years.,The officers of the management staff in their petitions under Article 32 alleged that the disparity in the age of retirement between two groups of employees gives rise to discriminatory treatment.
"The appellant filed the necessary returns, as required by the provisions of the Bihar Sales Tax Act, 1944, and produced the account books.","The Sales Tax Officer considered that the account books were not dependable and, after rejecting them as well as the returns, proceeded to estimate the gross turnover by adopting a figure by pure guess, without reference to any evidence or material, and made the assessment under section 10 (2) (b) of the Act."
Appeal No. 326 of 1955.,"1250 Appeal by special leave from the judgment and decree dated April 10, 1953, of the Madras High Court in Second Appeal No. 1815 of 1949, arising out of the judgment and decree dated January 28, 1949, of the Court of Subordinate Judge, Bapatla, in A. section No. 188 of 1947, against the judgment and decree dated December 23, 1946, of the District Munsif, Ongole, in O. section No. 139 of 1946."
"By way of notification dated 18.6.1977, the Central Government exempted from duty all goods falling under Tariff item No. 68 of the First Schedule to the in or in relation to manufacture of which no process was ordinarily carried on with the aid of power.",The respondents in the first set of appeals have been manufacturing crude sodium sulphate.
